name,address,stars,rating,number of ratings,total price ($),price per night ($),description,images
Neotel,"Uus-Sadama 21, 10120 Tallinn, Harjumaa",5,8.2,169,57,19,"Set in the centre of Tallinn, Neotel is situated 1.3 km from Russalka Beach and 1.5 km from Kalarand. The property is around 2.4 km from Tallinn International Bus Station, 2.4 km from Maiden Tower and 2.5 km from Niguliste Museum-Concert Hall. The accommodation offers a shared kitchen and a shared lounge for guests. Featuring a shared bathroom with a shower, rooms at the hostel also feature free WiFi, while certain rooms also offer a city view. Popular points of interest near Neotel include Kadriorg Art Museum, Kadriorg Palace and Estonian National Opera. The nearest airport is Lennart Meri Tallinn Airport, 4 km from the accommodation.Booking.comRead less","['https://content.r9cdn.net/rimg/himg/c2/1a/be/booking-5928842-221290687-232665.jpg?width=1020&height=1020&xhint=420&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/9f/b7/8a/booking-5928842-221292318-283949.jpg?width=1020&height=1020&xhint=336&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/1b/e9/72/booking-5928842-221290815-240027.jpg?width=1020&height=1020&xhint=436&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/b5/6f/94/booking-5928842-221291778-268933.jpg?width=1020&height=1020&xhint=369&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/b7/a0/8e/booking-5928842-221292016-276157.jpg?width=1020&height=1020&xhint=470&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10']"
Väo Keskus Modern Guest Apartments,Lasnamäe,5,9,30,83,27.67,"Located just 9.2 km from Tallinn International Bus Station, Väo Keskus Modern Guest Apartments offers accommodation in Tallinn with access to a bar, a shared lounge, as well as private check-in and check-out. The accommodation is air conditioned and is equipped with a sauna. The accommodation provides a sauna, free WiFi throughout the property and family rooms. The apartment provides guests with a terrace, a seating area, cable flat-screen TV, a fully equipped kitchen with a microwave and a fridge, and a private bathroom with walk-in shower. At the apartment complex, every unit has bed linen and towels. At the apartment, the family-friendly restaurant is open for dinner, lunch and cocktails and serves international cuisine. Kadriorg Art Museum is 10 km from Väo Keskus Modern Guest Apartments, while Kadriorg Palace is 10 km away. The nearest airport is Lennart Meri Tallinn Airport, 9 km from the accommodation.Booking.comRead less","['https://content.r9cdn.net/rimg/himg/c5/9a/3b/booking-1070871410-511480775-099477.jpg?width=1020&height=1020&xhint=420&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/8b/b0/c3/booking-1070871410-511480772-173527.jpg?width=1020&height=1020&xhint=504&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/ba/fa/91/booking-1070871410-511482357-226615.jpg?width=1020&height=1020&xhint=386&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/b6/8c/ec/booking-1070871410-511480766-137531.jpg?width=1020&height=1020&xhint=453&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/70/ab/a6/booking-1070871410-511482368-288303.jpg?width=1020&height=1020&xhint=436&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10']"
Modern Mustamäe Apartments - Free parking,Mustamäe,5,8.1,83,40,13.33,"Modern Mustamäe Apartments - Free parking is set in the Mustamae district of Tallinn, 4 km from Saku Suurhall Arena, 4.6 km from A. Le Coq Arena and 5 km from Estonian Open Air Museum. This apartment offers free private parking, a lift and free WiFi. The apartment features family rooms. The units come with parquet floors and feature a fully equipped kitchen with a dishwasher, a dining area, a flat-screen TV with cable channels, and a private bathroom with walk-in shower and slippers. An oven, a fridge and stovetop are also featured, as well as a kettle. At the apartment complex, the units are fitted with bed linen and towels. Tallinn Train Station is 5.2 km from the apartment, while Alexander Nevsky Cathedral is 5.5 km away. The nearest airport is Lennart Meri Tallinn Airport, 8 km from Modern Mustamäe Apartments - Free parking.Booking.comRead less","['https://content.r9cdn.net/rimg/himg/ea/40/db/booking-214419084-252516388.jpg_k=a08236dad49abcf55ede1339b3dad7ef2893ace13e839b6a45597bc256e32c3e_o=-883435.jpg?width=1020&height=1020&xhint=487&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/98/3e/e9/booking-6320009-252515364-551965.jpg?width=1020&height=1020&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/ea/40/db/booking-214419084-252515786.jpg_k=bb1d79cfe354260604398947db6a909c38959f97208c0df715555a2d1f26e5e7_o=-187049.jpg?width=1020&height=1020&xhint=420&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/0b/f7/d9/booking-6413818-252515765.jpg_k=bc659d5b22039b54e62f149985dd20c8dc70bbc11d6fb4147e61c792c551173c_o=-208122.jpg?width=1020&height=1020&xhint=436&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/ea/40/db/booking-214419084-252515371.jpg_k=7e1fe1aa3c2e95e5cf97b19515042ace80845bcd13db0dc54a112d87cb3a5989_o=-267584.jpg?width=1020&height=1020&xhint=369&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10']"
Rocca Apartments,Haabersti,3,7,1038,51,17,"Rocca Apartments are located in Haabersti, a district of Tallinn, 1 km from the Rocca al Mare Open-Air museum. Guests are welcome to use free Wi-Fi and enjoy a common room with a fireplace. Each room at the Rocca includes a bright, private bathroom with shower, as well as an electric kettle. There are wooden floors. The Rocca can arrange packed lunches, as well as breakfast that can be ordered in advance from the cafe, during working days. There is a 24-hour front desk service. Rocca Apartments are situated 8 km from the city centre. There are cycling routes nearby, leading to the Kakumäe beach, 1.5 km away. Lake Harku is 1.3 km away.Booking.comRead less","['https://content.r9cdn.net/rimg/himg/25/e6/2f/booking-486917-204504561-982470.jpg?width=1020&height=1020&xhint=352&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/e2/62/b3/booking-486917-128453928-777242.jpg?width=1020&height=1020&xhint=386&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/5d/cc/d8/booking-486917-204501297-929518.jpg?width=1020&height=1020&xhint=369&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/5e/f4/bc/booking-486917-204501289-911967.jpg?width=1020&height=1020&xhint=504&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/b1/8e/8a/booking-486917-128465524-812464.jpg?width=1020&height=1020&xhint=453&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10']"
Thh Apartments,Kesklinn,5,7.4,67,75,25,"In the heart of Kesklinn, THH Apartments has city views from the terrace. Complimentary WiFi is featured throughout the property and private parking is available on site. The accommodation offers a lift and full-day security for guests. The apartment features 1 bedroom, a flat-screen TV, a fully equipped kitchenette with a microwave and a fridge, a washing machine, and 1 bathroom with a shower. The accommodation is non-smoking. Popular points of interest near the apartment include Kalarand, Port of Tallinn and Tallinn Train Station. The nearest airport is Lennart Meri Tallinn Airport, 5 km from THH Apartments.Booking.comRead less","['https://content.r9cdn.net/rimg/himg/98/7b/cc/booking-1070935262-583086563-418912.jpg?width=1020&height=1020&xhint=600&yhint=468&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/5c/1c/60/booking-1070935262-527222793-958564.jpg?width=1020&height=1020&xhint=520&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/a3/a8/86/booking-1070935262-527220711-939658.jpg?width=1020&height=1020&xhint=520&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/1a/87/ed/booking-1070935262-527220959-949553.jpg?width=1020&height=1020&xhint=369&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/fb/6d/35/booking-1070935262-527222800-968817.jpg?width=1020&height=1020&xhint=436&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10']"
Modern Lux Apartment with Great View,Kesklinn,5,9.6,24,67,22.33,"In the heart of Tallinn, set within a short distance of Alexander Nevsky Cathedral and Estonian National Opera, Luxury Toom-Kuninga Residence offers free WiFi, air conditioning and household amenities such as a fridge and kettle. It is located 1.2 km from Toompea Castle and offers a lift. The property is non-smoking and is situated 2.9 km from Kalarand. The apartment is fitted with 1 bedroom, a fully equipped kitchenette with an oven and a microwave, and 1 bathroom with a walk-in shower, bathrobes and a washing machine. Towels and bed linen are featured in the apartment. The property has an outdoor dining area. Popular points of interest near the apartment include Maiden Tower, Niguliste Museum-Concert Hall and Tallinn Town Hall. The nearest airport is Lennart Meri Tallinn Airport, 4 km from Luxury Toom-Kuninga Residence.Booking.comRead less","['https://content.r9cdn.net/rimg/himg/6a/1b/18/booking-8280277-358493844-371173.jpg?width=1020&height=1020&xhint=337&yhint=504&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/31/ae/8a/booking-8280277-458371522-456229.jpg?width=1020&height=1020&xhint=337&yhint=522&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/6d/8c/37/booking-8280277-558260579-344558.jpg?width=1020&height=1020&xhint=600&yhint=468&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/0d/5b/07/booking-8280277-358493857-380745.jpg?width=1020&height=1020&xhint=600&yhint=468&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/6e/1f/8e/booking-8280277-558260574-474620.jpg?width=1020&height=1020&xhint=337&yhint=504&crop=true&watermarkheight=28&watermarkpadding=10']"
"Dreamstay Avangard - shared Roof Terrace, High speed Wifi 200 Mbps & Gym",Kesklinn,5,8.3,11,36,12,"Dreamstay Avangard - with shared Roof Terrace is situated conveniently in the centre of Tallinn and has a terrace. Free WiFi is provided throughout the property. The apartment features 1 bedroom, a flat-screen TV with cable channels, an equipped kitchenette with a fridge and a stovetop, a washing machine, and 1 bathroom with a shower. Towels and bed linen are featured in the apartment. Popular points of interest near the apartment include Russalka Beach, Kadriorg Art Museum and Kadriorg Palace. The nearest airport is Lennart Meri Tallinn Airport, 4 km from Dreamstay Avangard - with shared Roof Terrace.Booking.comRead less","['https://content.r9cdn.net/rimg/himg/e3/b6/bf/booking-9631062-558627478-133133.jpg?width=1020&height=1020&xhint=691&yhint=426&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/4b/64/bd/booking-9631062-445943889-536005.jpg?width=1020&height=1020&xhint=336&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/b6/50/08/booking-9631062-451591890-446882.jpg?width=1020&height=1020&xhint=436&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/db/d8/40/booking-9631062-558627498-151532.jpg?width=1020&height=1020&xhint=691&yhint=426&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/e5/3f/75/booking-9631062-451591881-409130.jpg?width=1020&height=1020&xhint=453&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10']"
Cozy Private Room D in The Old Town,Kesklinn,3,8,3,47,15.67,"Offering free WiFi, D.Cozy Room in The Old Town is set in the centre of Tallinn within 1.7 km of Kalarand and 2.7 km from Russalka Beach. This apartment is 400 metres from Estonian National Opera and 600 metres from Alexander Nevsky Cathedral. The kitchenette comes with a microwave, a toaster and a fridge and there is shower with slippers and a hair dryer. Popular points of interest near the apartment include Maiden Tower, Niguliste Museum-Concert Hall and Tallinn Town Hall. The nearest airport is Lennart Meri Tallinn Airport, 4 km from D.Cozy Room in The Old Town.Booking.comRead less","['https://content.r9cdn.net/rimg/himg/0e/40/d1/booking-10241022-571445124-297206.jpg?width=1020&height=1020&xhint=691&yhint=426&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/4d/09/78/booking-10241022-571449282-453556.jpg?width=1020&height=1020&xhint=300&yhint=504&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/06/c9/a2/booking-10241022-571445318-404280.jpg?width=1020&height=1020&xhint=691&yhint=427&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/44/20/16/booking-10241022-571445312-388762.jpg?width=1020&height=1020&xhint=691&yhint=426&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/75/94/59/booking-10241022-571445313-394719.jpg?width=1020&height=1020&xhint=691&yhint=426&crop=true&watermarkheight=28&watermarkpadding=10']"
Cosy Xs Studio,Kesklinn,3,8.4,18,39,13,"XS Studio apartment in the historical city centre perfectly suitable for leasure and business travel. A nicely furnished studio flat located in a historical Kassisaba (Cat's Tail) residential district next to the Old Town with it's coffee shops and restaurants and within a 10 minutes walk to the city's main square, Freedom Square.VRBORead less","['https://content.r9cdn.net/rimg/himg/4a/30/4d/expedia_group-7197887-194329773-177485.jpg?width=1020&height=1020&xhint=520&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/9a/7a/df/expedia_group-7197887-10394707-137321.jpg?width=1020&height=1020&xhint=480&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/bb/10/99/expedia_group-7197887-157679508-148617.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/fd/5b/84/expedia_group-7197887-23220524-165639.jpg?width=1020&height=1020&xhint=540&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/a8/6e/0b/expedia_group-7197887-98367949-112755.jpg?width=1020&height=1020&xhint=520&yhint=333&crop=true&watermarkheight=28&watermarkpadding=10']"
Dictumfactum Residence 1bedroom,Kesklinn,5,9,34,91,30.33,"In the Tallinn City-Centre district of Tallinn, close to Maiden Tower, DICTUMFACTUM RESIDENCE 1BedRoom features free WiFi and a washing machine. It is set 2.9 km from Russalka Beach and offers a lift. The property is 2.7 km from the city centre and 1.8 km from Kalarand. The 1-bedroom apartment is fitted with a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are featured in the apartment. The accommodation is non-smoking. Popular points of interest near the apartment include Niguliste Museum-Concert Hall, Tallinn Town Hall and Estonian National Opera. The nearest airport is Lennart Meri Tallinn Airport, 4 km from DICTUMFACTUM RESIDENCE 1BedRoom.Booking.comRead less","['https://content.r9cdn.net/rimg/himg/28/04/9a/booking-8844340-388784037-334303.jpg?width=1020&height=1020&xhint=453&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/60/c0/90/booking-8844340-362262464-597153.jpg?width=1020&height=1020&xhint=453&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/92/39/b8/booking-8844340-371292286-904195.jpg?width=1020&height=1020&xhint=487&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/8c/b0/82/booking-8844340-371663674-446026.jpg?width=1020&height=1020&xhint=470&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10', 'https://content.r9cdn.net/rimg/himg/0f/30/6f/booking-8844340-372857009-129723.jpg?width=1020&height=1020&xhint=520&yhint=230&crop=true&watermarkheight=28&watermarkpadding=10']"
